Draw Date,Winning Numbers,Mega Ball,Multiplier,Number1,Number2,Number3,Number4,Number5
2020-04-28,13 19 53 54 63,17,3.0,13,19,53,54,63
2020-04-24,01 27 32 60 67,18,2.0,1,27,32,60,67
2020-04-21,13 15 24 67 70,17,2.0,13,15,24,67,70
2020-04-17,13 35 39 46 55,14,4.0,13,35,39,46,55
2020-04-14,29 47 65 69 70,7,4.0,29,47,65,69,70
2020-04-10,02 11 21 57 60,13,2.0,2,11,21,57,60
2020-04-07,25 33 43 51 68,20,2.0,25,33,43,51,68
2020-04-03,24 38 44 57 58,17,4.0,24,38,44,57,58
2020-03-31,08 17 51 57 70,2,4.0,8,17,51,57,70
2020-03-27,03 25 28 50 60,1,4.0,3,25,28,50,60
2020-03-24,02 08 16 18 31,14,2.0,2,8,16,18,31
2020-03-20,34 35 41 45 54,5,4.0,34,35,41,45,54
2020-03-17,20 27 28 58 59,25,3.0,20,27,28,58,59
2020-03-13,07 22 37 43 44,22,4.0,7,22,37,43,44
2020-03-10,06 17 48 54 69,12,5.0,6,17,48,54,69
2020-03-06,15 48 56 58 70,4,4.0,15,48,56,58,70
2020-03-03,08 12 33 56 64,2,2.0,8,12,33,56,64
2020-02-28,02 03 14 41 64,17,2.0,2,3,14,41,64
2020-02-25,02 09 43 49 63,15,2.0,2,9,43,49,63
2020-02-21,04 07 13 16 60,6,4.0,4,7,13,16,60
2020-02-18,06 12 39 61 70,4,3.0,6,12,39,61,70
2020-02-14,10 32 48 54 55,18,5.0,10,32,48,54,55
2020-02-11,04 06 32 52 64,6,2.0,4,6,32,52,64
2020-02-07,09 14 27 36 52,4,3.0,9,14,27,36,52
2020-02-04,32 48 50 51 64,10,2.0,32,48,50,51,64
2020-01-31,28 31 33 57 62,19,2.0,28,31,33,57,62
2020-01-28,17 36 47 51 62,21,3.0,17,36,47,51,62
2020-01-24,03 04 18 23 38,24,4.0,3,4,18,23,38
2020-01-21,16 18 29 31 37,8,3.0,16,18,29,31,37
2020-01-17,03 25 30 54 70,9,3.0,3,25,30,54,70
2020-01-14,09 11 13 31 47,11,2.0,9,11,13,31,47
2020-01-10,17 27 49 51 66,2,2.0,17,27,49,51,66
2020-01-07,25 40 41 52 56,21,4.0,25,40,41,52,56
2020-01-03,37 41 42 53 63,16,2.0,37,41,42,53,63
2019-12-31,30 44 49 53 56,11,3.0,30,44,49,53,56
2019-12-27,17 34 40 63 64,24,4.0,17,34,40,63,64
2019-12-24,27 37 48 63 66,11,2.0,27,37,48,63,66
2019-12-20,03 20 23 35 60,16,3.0,3,20,23,35,60
2019-12-17,22 30 53 55 56,16,2.0,22,30,53,55,56
2019-12-13,17 21 29 39 56,22,3.0,17,21,29,39,56
2019-12-10,18 31 46 54 61,25,2.0,18,31,46,54,61
2019-12-06,20 31 40 46 61,20,5.0,20,31,40,46,61
2019-12-03,23 43 60 63 69,19,2.0,23,43,60,63,69
2019-11-29,06 08 31 50 65,9,2.0,6,8,31,50,65
2019-11-26,08 27 29 38 43,13,2.0,8,27,29,38,43
2019-11-22,07 12 17 49 53,24,4.0,7,12,17,49,53
2019-11-19,22 43 44 47 66,22,3.0,22,43,44,47,66
2019-11-15,12 19 34 35 68,20,2.0,12,19,34,35,68
2019-11-12,19 30 44 56 65,24,2.0,19,30,44,56,65
2019-11-08,03 04 10 39 58,14,3.0,3,4,10,39,58
2019-11-05,02 09 24 49 54,19,3.0,2,9,24,49,54
2019-11-01,09 20 36 41 54,22,2.0,9,20,36,41,54
2019-10-29,04 09 17 27 39,22,2.0,4,9,17,27,39
2019-10-25,16 24 25 52 60,6,3.0,16,24,25,52,60
2019-10-22,05 11 14 23 25,10,4.0,5,11,14,23,25
2019-10-18,18 58 60 65 67,20,3.0,18,58,60,65,67
2019-10-15,04 12 14 35 70,2,2.0,4,12,14,35,70
2019-10-11,14 22 30 37 60,8,3.0,14,22,30,37,60
2019-10-08,05 08 10 17 48,23,3.0,5,8,10,17,48
2019-10-04,11 38 44 48 70,17,2.0,11,38,44,48,70
2019-10-01,10 17 39 42 59,3,2.0,10,17,39,42,59
2019-09-27,12 20 31 43 45,20,3.0,12,20,31,43,45
2019-09-24,06 14 24 42 46,9,4.0,6,14,24,42,46
2019-09-20,23 24 42 48 53,22,2.0,23,24,42,48,53
2019-09-17,12 15 30 50 65,1,4.0,12,15,30,50,65
2019-09-13,06 16 37 59 62,5,2.0,6,16,37,59,62
2019-09-10,34 47 48 50 55,24,2.0,34,47,48,50,55
2019-09-06,04 11 13 19 31,10,4.0,4,11,13,19,31
2019-09-03,13 20 27 61 62,5,2.0,13,20,27,61,62
2019-08-30,03 09 11 34 39,10,4.0,3,9,11,34,39
2019-08-27,08 12 23 39 43,6,2.0,8,12,23,39,43
2019-08-23,11 15 37 54 68,21,2.0,11,15,37,54,68
2019-08-20,08 14 25 51 63,4,3.0,8,14,25,51,63
2019-08-16,04 14 24 26 46,14,2.0,4,14,24,26,46
2019-08-13,07 27 31 34 51,5,3.0,7,27,31,34,51
2019-08-09,15 53 56 59 63,1,2.0,15,53,56,59,63
2019-08-06,11 17 31 43 55,16,2.0,11,17,31,43,55
2019-08-02,11 20 26 48 70,19,2.0,11,20,26,48,70
2019-07-30,10 24 28 33 38,6,3.0,10,24,28,33,38
2019-07-26,04 06 11 43 48,11,3.0,4,6,11,43,48
2019-07-23,01 04 23 40 45,11,2.0,1,4,23,40,45
2019-07-19,16 18 28 33 67,14,3.0,16,18,28,33,67
2019-07-16,08 16 31 48 52,23,3.0,8,16,31,48,52
2019-07-12,08 25 38 56 59,7,2.0,8,25,38,56,59
2019-07-09,12 26 40 48 64,1,2.0,12,26,40,48,64
2019-07-05,06 38 47 57 63,12,2.0,6,38,47,57,63
2019-07-02,03 25 37 40 55,13,2.0,3,25,37,40,55
2019-06-28,02 35 49 53 63,1,2.0,2,35,49,53,63
2019-06-25,24 33 45 47 61,17,3.0,24,33,45,47,61
2019-06-21,13 30 36 48 62,18,3.0,13,30,36,48,62
2019-06-18,12 14 22 24 48,21,2.0,12,14,22,24,48
2019-06-14,19 40 47 57 65,6,2.0,19,40,47,57,65
2019-06-11,20 34 39 43 57,13,3.0,20,34,39,43,57
2019-06-07,17 19 27 40 68,2,3.0,17,19,27,40,68
2019-06-04,25 37 46 48 68,25,2.0,25,37,46,48,68
2019-05-31,07 08 26 65 67,4,3.0,7,8,26,65,67
2019-05-28,09 21 34 42 50,21,2.0,9,21,34,42,50
2019-05-24,14 41 44 56 62,10,2.0,14,41,44,56,62
2019-05-21,10 50 55 56 58,15,5.0,10,50,55,56,58
2019-05-17,05 17 28 32 63,11,3.0,5,17,28,32,63
2019-05-14,11 59 66 67 68,18,4.0,11,59,66,67,68
2019-05-10,03 16 21 61 62,19,2.0,3,16,21,61,62
2019-05-07,03 06 34 54 63,19,3.0,3,6,34,54,63
2019-05-03,08 16 22 66 68,11,2.0,8,16,22,66,68
2019-04-30,24 37 41 61 70,20,3.0,24,37,41,61,70
2019-04-26,09 17 23 30 46,10,4.0,9,17,23,30,46
2019-04-23,07 24 30 48 67,9,4.0,7,24,30,48,67
2019-04-19,18 25 43 44 57,25,4.0,18,25,43,44,57
2019-04-16,11 29 34 48 54,10,2.0,11,29,34,48,54
2019-04-12,01 24 25 40 70,4,2.0,1,24,25,40,70
2019-04-09,11 22 34 44 58,9,2.0,11,22,34,44,58
2019-04-05,08 22 24 38 64,21,2.0,8,22,24,38,64
2019-04-02,33 47 58 59 64,25,3.0,33,47,58,59,64
2019-03-29,05 14 15 62 66,3,3.0,5,14,15,62,66
2019-03-26,04 14 22 43 58,9,3.0,4,14,22,43,58
2019-03-22,07 36 58 60 62,10,3.0,7,36,58,60,62
2019-03-19,10 42 53 67 68,15,3.0,10,42,53,67,68
2019-03-15,03 29 56 62 64,4,3.0,3,29,56,62,64
2019-03-12,10 12 16 49 57,18,4.0,10,12,16,49,57
2019-03-08,04 09 42 62 68,7,4.0,4,9,42,62,68
2019-03-05,15 20 32 37 52,6,3.0,15,20,32,37,52
2019-03-01,29 33 39 60 66,21,2.0,29,33,39,60,66
2019-02-26,10 12 14 24 60,20,3.0,10,12,14,24,60
2019-02-22,18 24 31 34 55,4,4.0,18,24,31,34,55
2019-02-19,17 24 34 56 65,3,2.0,17,24,34,56,65
2019-02-15,10 38 40 43 65,12,2.0,10,38,40,43,65
2019-02-12,15 32 39 50 65,7,3.0,15,32,39,50,65
2019-02-08,14 24 31 42 48,13,3.0,14,24,31,42,48
2019-02-05,03 34 36 59 66,7,2.0,3,34,36,59,66
2019-02-01,02 37 48 66 68,11,5.0,2,37,48,66,68
2019-01-29,10 33 53 54 62,22,2.0,10,33,53,54,62
2019-01-25,08 16 30 38 61,10,2.0,8,16,30,38,61
2019-01-22,04 15 37 59 64,16,5.0,4,15,37,59,64
2019-01-18,02 43 48 62 64,24,3.0,2,43,48,62,64
2019-01-15,29 52 58 60 62,7,2.0,29,52,58,60,62
2019-01-11,04 05 31 62 69,20,3.0,4,5,31,62,69
2019-01-08,13 26 29 38 64,5,5.0,13,26,29,38,64
2019-01-04,21 29 35 54 60,15,4.0,21,29,35,54,60
2019-01-01,34 44 57 62 70,14,4.0,34,44,57,62,70
2018-12-28,09 10 25 37 38,21,2.0,9,10,25,37,38
2018-12-25,02 08 42 43 50,6,3.0,2,8,42,43,50
2018-12-21,10 13 61 62 70,5,3.0,10,13,61,62,70
2018-12-18,13 22 32 60 69,9,3.0,13,22,32,60,69
2018-12-14,05 22 26 43 49,23,4.0,5,22,26,43,49
2018-12-11,04 38 39 54 59,12,2.0,4,38,39,54,59
2018-12-07,04 10 20 33 57,13,3.0,4,10,20,33,57
2018-12-04,28 31 41 42 50,4,3.0,28,31,41,42,50
2018-11-30,25 28 40 43 63,19,3.0,25,28,40,43,63
2018-11-27,12 24 37 42 57,18,4.0,12,24,37,42,57
2018-11-23,07 10 30 33 59,23,4.0,7,10,30,33,59
2018-11-20,10 16 31 42 66,10,3.0,10,16,31,42,66
2018-11-16,33 36 63 68 69,16,3.0,33,36,63,68,69
2018-11-13,34 46 57 65 69,11,3.0,34,46,57,65,69
2018-11-09,08 14 27 57 67,5,4.0,8,14,27,57,67
2018-11-06,28 34 37 56 69,12,2.0,28,34,37,56,69
2018-11-02,03 23 28 46 62,16,2.0,3,23,28,46,62
2018-10-30,20 31 39 46 49,23,2.0,20,31,39,46,49
2018-10-26,01 28 61 62 63,5,4.0,1,28,61,62,63
2018-10-23,05 28 62 65 70,5,3.0,5,28,62,65,70
2018-10-19,15 23 53 65 70,7,2.0,15,23,53,65,70
2018-10-16,03 45 49 61 69,9,5.0,3,45,49,61,69
2018-10-12,04 24 46 61 70,7,3.0,4,24,46,61,70
2018-10-09,20 22 39 54 60,18,3.0,20,22,39,54,60
2018-10-05,27 28 32 41 69,12,2.0,27,28,32,41,69
2018-10-02,02 22 29 31 34,1,3.0,2,22,29,31,34
2018-09-28,39 45 52 56 59,15,3.0,39,45,52,56,59
2018-09-25,08 16 32 48 61,12,2.0,8,16,32,48,61
2018-09-21,01 02 11 52 64,9,4.0,1,2,11,52,64
2018-09-18,31 32 43 63 68,17,2.0,31,32,43,63,68
2018-09-14,23 30 40 43 66,13,4.0,23,30,40,43,66
2018-09-11,15 30 51 62 67,19,2.0,15,30,51,62,67
2018-09-07,08 10 41 54 68,10,2.0,8,10,41,54,68
2018-09-04,02 07 25 35 44,3,3.0,2,7,25,35,44
2018-08-31,07 18 29 32 45,17,3.0,7,18,29,32,45
2018-08-28,03 20 33 34 41,20,3.0,3,20,33,34,41
2018-08-24,01 06 13 18 49,8,2.0,1,6,13,18,49
2018-08-21,14 16 19 38 57,11,3.0,14,16,19,38,57
2018-08-17,01 31 32 47 56,3,2.0,1,31,32,47,56
2018-08-14,11 26 44 45 46,11,2.0,11,26,44,45,46
2018-08-10,01 03 12 22 42,6,5.0,1,3,12,22,42
2018-08-07,02 13 15 21 62,2,5.0,2,13,15,21,62
2018-08-03,09 28 30 54 60,2,2.0,9,28,30,54,60
2018-07-31,12 15 35 64 69,9,2.0,12,15,35,64,69
2018-07-27,01 32 40 49 63,20,3.0,1,32,40,49,63
2018-07-24,01 02 04 19 29,20,3.0,1,2,4,19,29
2018-07-20,01 14 30 44 62,1,2.0,1,14,30,44,62
2018-07-17,40 41 61 66 67,12,5.0,40,41,61,66,67
2018-07-13,21 22 39 59 68,2,2.0,21,22,39,59,68
2018-07-10,01 17 28 56 70,14,3.0,1,17,28,56,70
2018-07-06,02 10 46 50 56,16,3.0,2,10,46,50,56
2018-07-03,13 35 45 49 68,23,2.0,13,35,45,49,68
2018-06-29,02 32 47 49 68,23,4.0,2,32,47,49,68
2018-06-26,17 25 29 39 60,19,2.0,17,25,29,39,60
2018-06-22,02 06 11 27 44,20,2.0,2,6,11,27,44
2018-06-19,11 13 28 65 70,14,3.0,11,13,28,65,70
2018-06-15,01 11 37 47 51,6,2.0,1,11,37,47,51
2018-06-12,01 03 05 08 70,3,2.0,1,3,5,8,70
2018-06-08,14 30 33 44 56,13,2.0,14,30,33,44,56
2018-06-05,22 33 41 48 52,4,2.0,22,33,41,48,52
2018-06-01,05 24 52 62 66,17,3.0,5,24,52,62,66
2018-05-29,02 11 55 58 67,2,3.0,2,11,55,58,67
2018-05-25,11 14 51 64 68,25,4.0,11,14,51,64,68
2018-05-22,16 17 21 36 48,9,3.0,16,17,21,36,48
2018-05-18,09 26 53 64 66,11,2.0,9,26,53,64,66
2018-05-15,21 34 44 49 61,21,2.0,21,34,44,49,61
2018-05-11,14 38 40 53 70,22,3.0,14,38,40,53,70
2018-05-08,08 15 39 64 67,13,2.0,8,15,39,64,67
2018-05-04,04 05 10 12 18,21,4.0,4,5,10,12,18
2018-05-01,02 07 20 55 70,1,4.0,2,7,20,55,70
2018-04-27,02 29 38 63 66,11,2.0,2,29,38,63,66
2018-04-24,03 19 31 32 48,10,3.0,3,19,31,32,48
2018-04-20,01 15 18 32 45,4,2.0,1,15,18,32,45
2018-04-17,12 34 44 47 65,22,4.0,12,34,44,47,65
2018-04-13,08 09 32 42 59,10,4.0,8,9,32,42,59
2018-04-10,05 13 31 43 53,20,2.0,5,13,31,43,53
2018-04-06,16 33 51 54 67,20,4.0,16,33,51,54,67
2018-04-03,04 29 39 42 62,14,2.0,4,29,39,42,62
2018-03-30,11 28 31 46 59,1,3.0,11,28,31,46,59
2018-03-27,07 25 43 56 59,13,3.0,7,25,43,56,59
2018-03-23,04 08 23 53 59,17,3.0,4,8,23,53,59
2018-03-20,14 38 51 64 70,9,3.0,14,38,51,64,70
2018-03-16,01 13 26 33 52,11,3.0,1,13,26,33,52
2018-03-13,06 30 58 60 61,17,5.0,6,30,58,60,61
2018-03-09,07 17 18 46 66,22,4.0,7,17,18,46,66
2018-03-06,01 04 26 35 39,22,5.0,1,4,26,35,39
2018-03-02,24 28 42 60 64,8,4.0,24,28,42,60,64
2018-02-27,10 17 21 38 43,23,3.0,10,17,21,38,43
2018-02-23,07 11 13 19 58,9,4.0,7,11,13,19,58
2018-02-20,17 19 23 24 43,14,3.0,17,19,23,24,43
2018-02-16,14 38 48 53 58,16,3.0,14,38,48,53,58
2018-02-13,05 12 15 46 49,1,4.0,5,12,15,46,49
2018-02-09,28 34 41 46 47,14,3.0,28,34,41,46,47
2018-02-06,14 17 25 48 58,25,3.0,14,17,25,48,58
2018-02-02,01 04 14 17 40,4,3.0,1,4,14,17,40
2018-01-30,29 41 42 49 57,24,3.0,29,41,42,49,57
2018-01-26,10 16 27 38 43,1,4.0,10,16,27,38,43
2018-01-23,02 06 30 31 55,7,4.0,2,6,30,31,55
2018-01-19,03 17 23 49 66,23,3.0,3,17,23,49,66
2018-01-16,03 11 23 29 59,18,3.0,3,11,23,29,59
2018-01-12,17 18 33 46 60,24,4.0,17,18,33,46,60
2018-01-09,16 29 31 65 67,23,3.0,16,29,31,65,67
2018-01-05,28 30 39 59 70,10,3.0,28,30,39,59,70
2018-01-02,01 42 47 64 70,22,4.0,1,42,47,64,70
2017-12-29,04 10 18 28 62,7,2.0,4,10,18,28,62
2017-12-26,10 12 20 38 41,25,4.0,10,12,20,38,41
2017-12-22,01 20 30 33 42,16,4.0,1,20,30,33,42
2017-12-19,28 37 39 42 58,2,3.0,28,37,39,42,58
2017-12-15,04 12 36 44 57,19,4.0,4,12,36,44,57
2017-12-12,08 23 24 25 27,9,2.0,8,23,24,25,27
2017-12-08,06 37 46 60 70,24,2.0,6,37,46,60,70
2017-12-05,14 15 37 42 67,22,4.0,14,15,37,42,67
2017-12-01,16 22 40 41 59,8,4.0,16,22,40,41,59
2017-11-28,10 17 47 51 61,5,2.0,10,17,47,51,61
2017-11-24,16 36 54 61 64,22,3.0,16,36,54,61,64
2017-11-21,03 07 22 27 50,3,3.0,3,7,22,27,50
2017-11-17,03 26 55 58 70,15,4.0,3,26,55,58,70
2017-11-14,01 14 21 22 28,19,3.0,1,14,21,22,28
2017-11-10,06 23 38 42 58,24,2.0,6,23,38,42,58
2017-11-07,01 54 60 68 69,11,4.0,1,54,60,68,69
2017-11-03,10 22 42 61 69,3,2.0,10,22,42,61,69
2017-10-31,06 28 31 52 53,12,4.0,6,28,31,52,53
2017-10-27,17 27 41 51 52,13,5.0,17,27,41,51,52
2017-10-24,20 24 34 56 64,6,4.0,20,24,34,56,64
2017-10-20,06 23 63 66 73,9,2.0,6,23,63,66,73
2017-10-17,31 45 49 56 70,11,5.0,31,45,49,56,70
2017-10-13,02 07 18 26 31,12,2.0,2,7,18,26,31
2017-10-10,07 16 24 61 62,2,5.0,7,16,24,61,62
2017-10-06,21 33 36 45 56,12,5.0,21,33,36,45,56
2017-10-03,12 18 19 25 67,7,5.0,12,18,19,25,67
2017-09-29,25 51 62 73 74,7,5.0,25,51,62,73,74
2017-09-26,01 10 57 66 75,4,4.0,1,10,57,66,75
2017-09-22,05 39 54 63 66,15,5.0,5,39,54,63,66
2017-09-19,09 28 31 50 61,10,2.0,9,28,31,50,61
2017-09-15,18 24 34 38 58,3,4.0,18,24,34,38,58
2017-09-12,26 37 41 54 65,3,4.0,26,37,41,54,65
2017-09-08,04 05 14 26 73,14,3.0,4,5,14,26,73
2017-09-05,11 17 59 70 72,1,3.0,11,17,59,70,72
2017-09-01,04 13 31 50 64,12,5.0,4,13,31,50,64
2017-08-29,02 13 17 35 73,3,3.0,2,13,17,35,73
2017-08-25,17 38 42 51 65,11,5.0,17,38,42,51,65
2017-08-22,24 35 46 50 51,7,4.0,24,35,46,50,51
2017-08-18,01 31 34 40 75,6,3.0,1,31,34,40,75
2017-08-15,07 16 20 66 73,7,2.0,7,16,20,66,73
2017-08-11,23 33 53 56 58,6,5.0,23,33,53,56,58
2017-08-08,11 17 50 52 74,14,2.0,11,17,50,52,74
2017-08-04,09 17 25 63 71,4,5.0,9,17,25,63,71
2017-08-01,20 22 52 57 73,7,5.0,20,22,52,57,73
2017-07-28,04 06 31 49 52,11,3.0,4,6,31,49,52
2017-07-25,02 05 26 58 60,6,3.0,2,5,26,58,60
2017-07-21,18 31 36 50 74,10,4.0,18,31,36,50,74
2017-07-18,08 12 23 51 73,6,4.0,8,12,23,51,73
2017-07-14,11 12 24 32 73,1,4.0,11,12,24,32,73
2017-07-11,07 18 24 55 74,10,2.0,7,18,24,55,74
2017-07-07,02 09 11 28 60,10,5.0,2,9,11,28,60
2017-07-04,16 39 47 53 71,15,4.0,16,39,47,53,71
2017-06-30,10 38 51 55 64,6,5.0,10,38,51,55,64
2017-06-27,04 21 45 52 57,14,4.0,4,21,45,52,57
2017-06-23,12 20 53 66 74,11,2.0,12,20,53,66,74
2017-06-20,02 15 41 49 63,3,3.0,2,15,41,49,63
2017-06-16,18 22 26 30 44,9,5.0,18,22,26,30,44
2017-06-13,27 51 62 68 75,8,3.0,27,51,62,68,75
2017-06-09,03 16 28 33 37,9,5.0,3,16,28,33,37
2017-06-06,03 05 16 49 75,5,3.0,3,5,16,49,75
2017-06-02,07 42 57 69 72,10,3.0,7,42,57,69,72
2017-05-30,05 20 32 37 67,5,5.0,5,20,32,37,67
2017-05-26,25 26 28 37 56,5,3.0,25,26,28,37,56
2017-05-23,06 13 17 33 60,14,2.0,6,13,17,33,60
2017-05-19,01 04 05 24 30,1,3.0,1,4,5,24,30
2017-05-16,04 35 39 56 72,11,5.0,4,35,39,56,72
2017-05-12,28 34 41 42 47,13,4.0,28,34,41,42,47
2017-05-09,06 29 45 69 73,11,5.0,6,29,45,69,73
2017-05-05,04 23 33 47 53,7,4.0,4,23,33,47,53
2017-05-02,05 14 42 43 58,1,4.0,5,14,42,43,58
2017-04-28,06 13 18 20 31,13,4.0,6,13,18,20,31
2017-04-25,03 13 33 40 50,2,4.0,3,13,33,40,50
2017-04-21,01 12 13 32 34,10,2.0,1,12,13,32,34
2017-04-18,08 29 30 43 64,6,3.0,8,29,30,43,64
2017-04-14,05 10 55 60 73,12,5.0,5,10,55,60,73
2017-04-11,19 34 35 38 49,8,5.0,19,34,35,38,49
2017-04-07,30 33 43 47 69,15,5.0,30,33,43,47,69
2017-04-04,13 24 34 35 55,9,5.0,13,24,34,35,55
2017-03-31,17 24 27 32 58,10,3.0,17,24,27,32,58
2017-03-28,30 33 35 37 46,10,5.0,30,33,35,37,46
2017-03-24,05 28 37 61 69,1,5.0,5,28,37,61,69
2017-03-21,04 45 53 73 75,7,3.0,4,45,53,73,75
2017-03-17,11 27 31 58 60,10,4.0,11,27,31,58,60
2017-03-14,16 23 28 33 59,13,3.0,16,23,28,33,59
2017-03-10,26 38 42 58 70,5,5.0,26,38,42,58,70
2017-03-07,03 30 45 53 68,11,3.0,3,30,45,53,68
2017-03-03,14 26 39 48 51,9,5.0,14,26,39,48,51
2017-02-28,20 33 45 58 69,4,2.0,20,33,45,58,69
2017-02-24,12 29 33 42 68,14,3.0,12,29,33,42,68
2017-02-21,09 21 30 32 75,9,5.0,9,21,30,32,75
2017-02-17,04 56 58 67 75,8,5.0,4,56,58,67,75
2017-02-14,07 11 33 60 68,15,5.0,7,11,33,60,68
2017-02-10,32 39 51 62 75,14,5.0,32,39,51,62,75
2017-02-07,23 28 37 56 71,12,5.0,23,28,37,56,71
2017-02-03,03 06 29 30 64,3,5.0,3,6,29,30,64
2017-01-31,03 14 27 62 72,4,3.0,3,14,27,62,72
2017-01-27,17 37 53 54 61,8,3.0,17,37,53,54,61
2017-01-24,08 42 54 63 67,11,4.0,8,42,54,63,67
2017-01-20,07 09 24 41 53,14,3.0,7,9,24,41,53
2017-01-17,20 31 54 56 59,3,5.0,20,31,54,56,59
2017-01-13,10 44 58 74 75,11,3.0,10,44,58,74,75
2017-01-10,11 20 40 41 59,15,5.0,11,20,40,41,59
2017-01-06,06 10 44 47 54,6,5.0,6,10,44,47,54
2017-01-03,14 16 23 49 53,12,2.0,14,16,23,49,53
2016-12-30,06 21 33 39 43,2,2.0,6,21,33,39,43
2016-12-27,02 28 30 38 39,11,4.0,2,28,30,38,39
2016-12-23,21 30 39 60 69,15,5.0,21,30,39,60,69
2016-12-20,01 12 14 48 65,2,5.0,1,12,14,48,65
2016-12-16,01 08 15 36 43,6,5.0,1,8,15,36,43
2016-12-13,02 15 26 34 41,14,5.0,2,15,26,34,41
2016-12-09,19 27 47 67 68,1,5.0,19,27,47,67,68
2016-12-06,13 34 48 53 63,12,4.0,13,34,48,53,63
2016-12-02,03 33 35 49 51,1,2.0,3,33,35,49,51
2016-11-29,22 33 49 51 59,8,4.0,22,33,49,51,59
2016-11-25,44 47 49 69 75,10,3.0,44,47,49,69,75
2016-11-22,01 43 45 66 69,7,5.0,1,43,45,66,69
2016-11-18,31 32 49 55 58,15,5.0,31,32,49,55,58
2016-11-15,09 17 23 57 71,6,3.0,9,17,23,57,71
2016-11-11,16 40 47 53 59,11,5.0,16,40,47,53,59
2016-11-08,46 48 53 61 74,12,4.0,46,48,53,61,74
2016-11-04,10 29 32 44 46,10,3.0,10,29,32,44,46
2016-11-01,19 24 31 39 45,13,2.0,19,24,31,39,45
2016-10-28,07 38 46 57 66,2,5.0,7,38,46,57,66
2016-10-25,08 09 24 49 67,13,3.0,8,9,24,49,67
2016-10-21,12 43 44 48 66,3,4.0,12,43,44,48,66
2016-10-18,07 24 28 65 74,1,2.0,7,24,28,65,74
2016-10-14,07 27 60 64 74,5,3.0,7,27,60,64,74
2016-10-11,36 39 42 45 48,3,2.0,36,39,42,45,48
2016-10-07,24 37 42 50 65,14,2.0,24,37,42,50,65
2016-10-04,18 29 30 54 66,1,5.0,18,29,30,54,66
2016-09-30,21 30 47 50 57,9,5.0,21,30,47,50,57
2016-09-27,14 16 26 53 72,4,4.0,14,16,26,53,72
2016-09-23,01 05 08 25 62,14,3.0,1,5,8,25,62
2016-09-20,02 22 34 62 72,2,5.0,2,22,34,62,72
2016-09-16,13 21 28 34 40,15,3.0,13,21,28,34,40
2016-09-13,06 15 17 39 56,15,3.0,6,15,17,39,56
2016-09-09,01 34 43 44 63,11,4.0,1,34,43,44,63
2016-09-06,25 37 58 69 75,8,3.0,25,37,58,69,75
2016-09-02,22 28 41 46 60,3,3.0,22,28,41,46,60
2016-08-30,28 32 41 51 71,11,4.0,28,32,41,51,71
2016-08-26,10 11 31 41 44,14,2.0,10,11,31,41,44
2016-08-23,02 07 46 61 66,1,2.0,2,7,46,61,66
2016-08-19,22 37 45 65 73,13,5.0,22,37,45,65,73
2016-08-16,02 43 52 62 63,6,5.0,2,43,52,62,63
2016-08-12,04 41 44 56 69,10,4.0,4,41,44,56,69
2016-08-09,12 19 20 44 66,1,5.0,12,19,20,44,66
2016-08-05,05 18 28 54 74,6,4.0,5,18,28,54,74
2016-08-02,03 12 36 54 70,12,5.0,3,12,36,54,70
2016-07-29,11 16 19 31 48,4,5.0,11,16,19,31,48
2016-07-26,01 04 31 36 54,9,3.0,1,4,31,36,54
2016-07-22,08 24 25 26 30,7,4.0,8,24,25,26,30
2016-07-19,03 34 54 65 66,4,5.0,3,34,54,65,66
2016-07-15,16 51 52 56 58,4,2.0,16,51,52,56,58
2016-07-12,06 08 22 46 68,4,4.0,6,8,22,46,68
2016-07-08,08 19 20 55 73,5,2.0,8,19,20,55,73
2016-07-05,29 46 53 64 73,10,5.0,29,46,53,64,73
2016-07-01,20 41 42 45 49,14,2.0,20,41,42,45,49
2016-06-28,15 17 20 35 55,7,2.0,15,17,20,35,55
2016-06-24,11 14 54 57 63,11,5.0,11,14,54,57,63
2016-06-21,06 13 21 49 50,10,5.0,6,13,21,49,50
2016-06-17,20 23 30 44 59,9,5.0,20,23,30,44,59
2016-06-14,36 37 38 52 62,6,5.0,36,37,38,52,62
2016-06-10,34 61 66 67 68,7,5.0,34,61,66,67,68
2016-06-07,25 48 51 65 72,4,4.0,25,48,51,65,72
2016-06-03,32 54 65 66 71,10,3.0,32,54,65,66,71
2016-05-31,09 31 34 41 49,8,5.0,9,31,34,41,49
2016-05-27,18 41 50 68 70,9,3.0,18,41,50,68,70
2016-05-24,11 50 51 70 75,15,4.0,11,50,51,70,75
2016-05-20,19 24 26 40 68,8,2.0,19,24,26,40,68
2016-05-17,17 24 27 48 75,6,3.0,17,24,27,48,75
2016-05-13,20 21 38 54 66,7,4.0,20,21,38,54,66
2016-05-10,12 22 46 56 74,4,3.0,12,22,46,56,74
2016-05-06,14 26 27 32 36,7,4.0,14,26,27,32,36
2016-05-03,28 29 33 36 45,15,5.0,28,29,33,36,45
2016-04-29,05 06 37 55 74,10,5.0,5,6,37,55,74
2016-04-26,14 16 17 28 48,2,2.0,14,16,17,28,48
2016-04-22,02 19 21 42 60,13,5.0,2,19,21,42,60
2016-04-19,09 28 40 57 65,2,5.0,9,28,40,57,65
2016-04-15,09 10 34 37 73,9,5.0,9,10,34,37,73
